employeeid,locationId,clockintime,clockintype,deleted,externalId,role
781790,3039,2024-06-29T14:31:00Z,ShiftEnd,,781790-3039-6/30/24 12:01 AM,
781790,3039,2024-06-29T23:59:00Z,ShiftBegin,,781790-3039-6/30/24 9:29 AM,
781790,3039,2024-06-30T05:36:00Z,ShiftEnd,,781790-3039-6/30/24 3:06 PM,
586964,5055,2024-06-29T19:30:00Z,ShiftBegin,,586964-5055-6/30/24 5:00 AM,
586964,5055,2024-06-30T04:30:00Z,ShiftEnd,,586964-5055-6/30/24 2:00 PM,
820257,3052,2024-06-29T19:38:00Z,ShiftBegin,,820257-3052-6/30/24 5:08 AM,
820257,3052,2024-06-30T03:00:00Z,MealBreakBegin,,820257-3052-6/30/24 12:30 PM,
820257,3052,2024-06-30T03:24:00Z,MealBreakEnd,,820257-3052-6/30/24 12:54 PM,
820257,3052,2024-06-30T06:00:00Z,ShiftEnd,,820257-3052-6/30/24 3:30 PM,
806945,3037,2024-06-29T19:38:00Z,ShiftBegin,,806945-3037-6/30/24 5:08 AM,
806945,3037,2024-06-30T02:36:00Z,MealBreakBegin,,806945-3037-6/30/24 12:06 PM,
806945,3037,2024-06-30T03:12:00Z,MealBreakEnd,,806945-3037-6/30/24 12:42 PM,
806945,3037,2024-06-30T04:31:00Z,ShiftEnd,,806945-3037-6/30/24 2:01 PM,
789626,3052,2024-06-29T20:16:00Z,ShiftBegin,,789626-3052-6/30/24 5:46 AM,
789626,3052,2024-06-30T00:38:00Z,ShiftEnd,,789626-3052-6/30/24 10:08 AM,
611287,5053,2024-06-29T20:23:00Z,ShiftBegin,,611287-5053-6/30/24 5:53 AM,
611287,5053,2024-06-30T01:40:00Z,ShiftEnd,,611287-5053-6/30/24 11:10 AM,
833288,3013,2024-06-29T20:29:00Z,ShiftBegin,,833288-3013-6/30/24 5:59 AM,
833288,3013,2024-06-30T00:17:00Z,MealBreakBegin,,833288-3013-6/30/24 9:47 AM,
833288,3013,2024-06-30T00:46:00Z,MealBreakEnd,,833288-3013-6/30/24 10:16 AM,
833288,3013,2024-06-30T04:35:00Z,ShiftEnd,,833288-3013-6/30/24 2:05 PM,
771313,3052,2024-06-29T20:30:00Z,ShiftBegin,,771313-3052-6/30/24 6:00 AM,
