employeeid,locationId,clockintime,clockintype,deleted,externalId,role
781790,3039,6/29/2024 8:01:00 PM,Out Punch,,781790-3039-6/30/24 12:01 AM-,
586964,5055,6/30/2024 1:00:00 AM,New Shift,,586964-5055-6/30/24 5:00 AM-,
586964,5055,6/30/2024 10:00:00 AM,Out Punch,,586964-5055-6/30/24 2:00 PM-,
820257,3052,6/30/2024 1:08:00 AM,New Shift,,820257-3052-6/30/24 5:08 AM-,
820257,3052,6/30/2024 8:30:00 AM,Out Punch,,820257-3052-6/30/24 12:30 PM-,
806945,3037,6/30/2024 1:08:00 AM,New Shift,,806945-3037-6/30/24 5:08 AM-,
806945,3037,6/30/2024 8:06:00 AM,Out Punch,,806945-3037-6/30/24 12:06 PM-,
789626,3052,6/30/2024 1:46:00 AM,New Shift,,789626-3052-6/30/24 5:46 AM-,
789626,3052,6/30/2024 6:08:00 AM,Out Punch,,789626-3052-6/30/24 10:08 AM-,
611287,5053,6/30/2024 1:53:00 AM,New Shift,,611287-5053-6/30/24 5:53 AM-,
611287,5053,6/30/2024 7:10:00 AM,Out Punch,,611287-5053-6/30/24 11:10 AM-,
833288,3013,6/30/2024 1:59:00 AM,New Shift,,833288-3013-6/30/24 5:59 AM-,
833288,3013,6/30/2024 5:47:00 AM,Out Punch,,833288-3013-6/30/24 9:47 AM-,
771313,3052,6/30/2024 2:00:00 AM,New Shift,,771313-3052-6/30/24 6:00 AM-,
771313,3052,6/30/2024 8:53:00 AM,Out Punch,,771313-3052-6/30/24 12:53 PM-,
704577,3049,6/30/2024 2:00:00 AM,New Shift,,704577-3049-6/30/24 6:00 AM-,
704577,3049,6/30/2024 11:00:00 AM,Out Punch,,704577-3049-6/30/24 3:00 PM-,
723841,5088,6/30/2024 2:00:00 AM,New Shift,,723841-5088-6/30/24 6:00 AM-,
723841,5088,6/30/2024 10:38:00 AM,Out Punch,,723841-5088-6/30/24 2:38 PM-,
736918,3028,6/30/2024 2:00:00 AM,New Shift,,736918-3028-6/30/24 6:00 AM-,
736918,3028,6/30/2024 9:00:00 AM,Out Punch,,736918-3028-6/30/24 1:00 PM-,
586962,5058,6/30/2024 2:00:00 AM,New Shift,,586962-5058-6/30/24 6:00 AM-,
586962,5058,6/30/2024 1:30:00 PM,Out Punch,,586962-5058-6/30/24 5:30 PM-,
787380,3013,6/30/2024 2:00:00 AM,New Shift,,787380-3013-6/30/24 6:00 AM-,
787380,3013,6/30/2024 6:50:00 AM,Out Punch,,787380-3013-6/30/24 10:50 AM-,
766614,3013,6/30/2024 2:02:00 AM,New Shift,,766614-3013-6/30/24 6:02 AM-,
766614,3013,6/30/2024 6:01:00 AM,Out Punch,,766614-3013-6/30/24 10:01 AM-,
708295,3013,6/30/2024 2:02:00 AM,New Shift,,708295-3013-6/30/24 6:02 AM-,
708295,3013,6/30/2024 6:37:00 AM,Out Punch,,708295-3013-6/30/24 10:37 AM-,
537205,3068,6/30/2024 2:03:00 AM,New Shift,,537205-3068-6/30/24 6:03 AM-,
537205,3068,6/30/2024 8:36:00 AM,Out Punch,,537205-3068-6/30/24 12:36 PM-,
595046,5088,6/30/2024 2:04:00 AM,New Shift,,595046-5088-6/30/24 6:04 AM-,
595046,5088,6/30/2024 10:38:00 AM,Out Punch,,595046-5088-6/30/24 2:38 PM-,
809160,3013,6/30/2024 2:04:00 AM,New Shift,,809160-3013-6/30/24 6:04 AM-,
809160,3013,6/30/2024 6:00:00 AM,Out Punch,,809160-3013-6/30/24 10:00 AM-,
780648,3073,6/30/2024 2:54:00 AM,New Shift,,780648-3073-6/30/24 6:54 AM-,
780648,3073,6/30/2024 7:22:00 AM,Out Punch,,780648-3073-6/30/24 11:22 AM-,
832783,3075,6/30/2024 2:54:00 AM,New Shift,,832783-3075-6/30/24 6:54 AM-,
832783,3075,6/30/2024 7:51:00 AM,Out Punch,,832783-3075-6/30/24 11:51 AM-,
775949,3058,6/30/2024 2:58:00 AM,New Shift,,775949-3058-6/30/24 6:58 AM-,
775949,3058,6/30/2024 8:01:00 AM,Out Punch,,775949-3058-6/30/24 12:01 PM-,
797336,3046,6/30/2024 2:58:00 AM,New Shift,,797336-3046-6/30/24 6:58 AM-,
