Employee ID,Date/time,Labor Level Transfer,Work Rule Transfer,,Punch Type,Time Zone ID,Comment (dropdown),Comment note (optional)
523032,12/29/2024 0:30,,,,New Shift,130050,,
523032,12/29/2024 4:25,,,,Out Punch,130050,,
846928,12/29/2024 0:40,,,,New Shift,130050,,
846928,12/29/2024 4:24,,,,Out Punch,130050,,
712217,12/29/2024 2:01,,,,New Shift,130050,,
712217,12/29/2024 5:33,,,,Out Punch,130050,,
757197,12/29/2024 2:02,,,,New Shift,130050,,
757197,12/29/2024 6:09,,,,Out Punch,130050,,
829837,12/29/2024 2:54,,,,New Shift,130050,,
829837,12/29/2024 7:44,,,,Out Punch,130050,,
747286,12/29/2024 2:55,,,,New Shift,130050,,
747286,12/29/2024 7:44,,,,Out Punch,130050,,
584836,12/29/2024 3:02,,,,New Shift,130050,,
584836,12/29/2024 7:37,,,,Out Punch,130050,,
532040,12/29/2024 3:41,,,,New Shift,130050,,
532040,12/29/2024 8:03,,,,Out Punch,130050,,
805592,12/29/2024 3:58,,,,New Shift,130050,,
805592,12/29/2024 8:35,,,,Out Punch,130050,,
400116,12/29/2024 3:58,,,,New Shift,130050,,
400116,12/29/2024 8:15,,,,Out Punch,130050,,
792003,12/29/2024 3:58,,,,New Shift,130050,,
792003,12/29/2024 8:02,,,,Out Punch,130050,,
575830,12/29/2024 3:59,,,,New Shift,130050,,
575830,12/29/2024 8:29,,,,Out Punch,130050,,
838644,12/29/2024 3:59,,,,New Shift,130050,,
838644,12/29/2024 8:05,,,,Out Punch,130050,,
840413,12/29/2024 4:00,,,,New Shift,130050,,
840413,12/29/2024 8:03,,,,Out Punch,130050,,
611863,12/29/2024 4:00,,,,New Shift,130050,,
611863,12/29/2024 8:00,,,,Out Punch,130050,,
825718,12/29/2024 4:00,,,,New Shift,130050,,
825718,12/29/2024 8:14,,,,Out Punch,130050,,
807069,12/29/2024 4:05,,,,New Shift,130050,,
807069,12/29/2024 8:04,,,,Out Punch,130050,,
802735,12/29/2024 4:07,,,,New Shift,130050,,
802735,12/29/2024 8:00,,,,Out Punch,130050,,
803123,12/29/2024 4:08,,,,New Shift,130050,,
803123,12/29/2024 8:32,,,,Out Punch,130050,,
732445,12/29/2024 4:15,,,,New Shift,130050,,
732445,12/29/2024 8:00,,,,Out Punch,130050,,
776040,12/29/2024 4:29,,,,New Shift,130050,,
776040,12/29/2024 8:08,,,,Out Punch,130050,,
765154,12/29/2024 4:33,,,,New Shift,130050,,
765154,12/29/2024 8:07,,,,Out Punch,130050,,
827431,12/29/2024 4:37,,,,New Shift,130050,,
827431,12/29/2024 9:11,,,,Out Punch,130050,,
753131,12/29/2024 4:45,,,,New Shift,130050,,
753131,12/29/2024 9:24,,,,Out Punch,130050,,
523032,12/29/2024 4:55,,,,CA 30 Min Meal at LT 5 Hrs,130050,,
523032,12/29/2024 9:07,,,,Out Punch,130050,,
750954,12/29/2024 4:56,,,,New Shift,130050,,
750954,12/29/2024 9:01,,,,Out Punch,130050,,
834185,12/29/2024 4:57,,,,New Shift,130050,,
834185,12/29/2024 9:36,,,,Out Punch,130050,,
548696,12/29/2024 4:58,,,,New Shift,130050,,
548696,12/29/2024 9:11,,,,Out Punch,130050,,
846928,12/29/2024 4:58,,,,CA 30 Min Meal at LT 5 Hrs,130050,,
846928,12/29/2024 6:02,,,,Out Punch,130050,,
734957,12/29/2024 4:59,,,,New Shift,130050,,
734957,12/29/2024 9:32,,,,Out Punch,130050,,
794577,12/29/2024 5:00,,,,New Shift,130050,,
794577,12/29/2024 9:31,,,,Out Punch,130050,,
608630,12/29/2024 5:00,,,,New Shift,130050,,
608630,12/29/2024 9:00,,,,Out Punch,130050,,
715076,12/29/2024 5:00,,,,New Shift,130050,,
715076,12/29/2024 9:01,,,,Out Punch,130050,,
562255,12/29/2024 5:00,,,,New Shift,130050,,
562255,12/29/2024 9:07,,,,Out Punch,130050,,
795189,12/29/2024 5:02,,,,New Shift,130050,,
795189,12/29/2024 9:18,,,,Out Punch,130050,,
765926,12/29/2024 5:03,,,,New Shift,130050,,
765926,12/29/2024 8:59,,,,Out Punch,130050,,
767753,12/29/2024 5:04,,,,New Shift,130050,,
767753,12/29/2024 9:31,,,,Out Punch,130050,,
706031,12/29/2024 5:04,,,,New Shift,130050,,
706031,12/29/2024 9:10,,,,Out Punch,130050,,
772703,12/29/2024 5:05,,,,New Shift,130050,,
772703,12/29/2024 9:26,,,,Out Punch,130050,,
533466,12/29/2024 5:05,,,,New Shift,130050,,
533466,12/29/2024 9:41,,,,Out Punch,130050,,
805490,12/29/2024 5:05,,,,New Shift,130050,,
805490,12/29/2024 9:11,,,,Out Punch,130050,,
400117,12/29/2024 5:11,,,,New Shift,130050,,
400117,12/29/2024 9:14,,,,Out Punch,130050,,
718016,12/29/2024 5:12,,,,New Shift,130050,,
718016,12/29/2024 9:55,,,,Out Punch,130050,,
840132,12/29/2024 5:14,,,,New Shift,130050,,
840132,12/29/2024 9:21,,,,Out Punch,130050,,
533327,12/29/2024 5:35,,,,New Shift,130050,,
533327,12/29/2024 10:21,,,,Out Punch,130050,,
691102,12/29/2024 5:49,,,,New Shift,130050,,
691102,12/29/2024 10:00,,,,Out Punch,130050,,
772145,12/29/2024 5:50,,,,New Shift,130050,,
772145,12/29/2024 10:37,,,,Out Punch,130050,,
811014,12/29/2024 5:50,,,,New Shift,130050,,
811014,12/29/2024 10:38,,,,Out Punch,130050,,
597633,12/29/2024 5:51,,,,New Shift,130050,,
597633,12/29/2024 10:27,,,,Out Punch,130050,,
533337,12/29/2024 5:54,,,,New Shift,130050,,
533337,12/29/2024 10:33,,,,Out Punch,130050,,
817377,12/29/2024 5:55,,,,New Shift,130050,,
817377,12/29/2024 9:14,,,,Out Punch,130050,,
792831,12/29/2024 5:55,,,,New Shift,130050,,
792831,12/29/2024 10:01,,,,Out Punch,130050,,
843322,12/29/2024 5:56,,,,New Shift,130050,,
843322,12/29/2024 10:55,,,,Out Punch,130050,,
552355,12/29/2024 5:57,,,,New Shift,130050,,
552355,12/29/2024 10:06,,,,Out Punch,130050,,
832894,12/29/2024 5:57,,,,New Shift,130050,,
832894,12/29/2024 10:11,,,,Out Punch,130050,,
779718,12/29/2024 5:58,,,,New Shift,130050,,
779718,12/29/2024 10:40,,,,Out Punch,130050,,
782926,12/29/2024 5:58,,,,New Shift,130050,,
782926,12/29/2024 10:05,,,,Out Punch,130050,,
752930,12/29/2024 5:59,,,,New Shift,130050,,
752930,12/29/2024 10:00,,,,Out Punch,130050,,
836724,12/29/2024 6:00,,,,New Shift,130050,,
836724,12/29/2024 10:01,,,,Out Punch,130050,,
712688,12/29/2024 6:00,,,,New Shift,130050,,
712688,12/29/2024 10:00,,,,Out Punch,130050,,
743283,12/29/2024 6:00,,,,New Shift,130050,,
743283,12/29/2024 10:38,,,,Out Punch,130050,,
823503,12/29/2024 6:00,,,,New Shift,130050,,
823503,12/29/2024 10:09,,,,Out Punch,130050,,
786763,12/29/2024 6:00,,,,New Shift,130050,,
786763,12/29/2024 13:30,,,,Out Punch,130050,,
829554,12/29/2024 6:00,,,,New Shift,130050,,
829554,12/29/2024 10:00,,,,Out Punch,130050,,
737108,12/29/2024 6:02,,,,New Shift,130050,,
737108,12/29/2024 10:31,,,,Out Punch,130050,,
768292,12/29/2024 6:02,,,,New Shift,130050,,
768292,12/29/2024 10:31,,,,Out Punch,130050,,
798823,12/29/2024 6:03,,,,New Shift,130050,,
798823,12/29/2024 10:15,,,,Out Punch,130050,,
732853,12/29/2024 6:03,,,,New Shift,130050,,
732853,12/29/2024 11:02,,,,Out Punch,130050,,
712217,12/29/2024 6:03,,,,CA 30 Min Meal at LT 5 Hrs,130050,,
712217,12/29/2024 10:01,,,,Out Punch,130050,,
834963,12/29/2024 6:03,,,,New Shift,130050,,
834963,12/29/2024 10:23,,,,Out Punch,130050,,
840551,12/29/2024 6:04,,,,New Shift,130050,,
840551,12/29/2024 9:25,,,,Out Punch,130050,,
701980,12/29/2024 6:05,,,,New Shift,130050,,
701980,12/29/2024 11:01,,,,Out Punch,130050,,
741703,12/29/2024 6:05,,,,New Shift,130050,,
741703,12/29/2024 10:12,,,,Out Punch,130050,,
808860,12/29/2024 6:06,,,,New Shift,130050,,
808860,12/29/2024 10:39,,,,Out Punch,130050,,
811121,12/29/2024 6:08,,,,New Shift,130050,,
811121,12/29/2024 10:01,,,,Out Punch,130050,,
836491,12/29/2024 6:09,,,,New Shift,130050,,
836491,12/29/2024 10:49,,,,Out Punch,130050,,
724036,12/29/2024 6:09,,,,New Shift,130050,,
724036,12/29/2024 10:17,,,,Out Punch,130050,,
800534,12/29/2024 6:09,,,,New Shift,130050,,
800534,12/29/2024 10:51,,,,Out Punch,130050,,
784569,12/29/2024 6:10,,,,New Shift,130050,,
784569,12/29/2024 11:00,,,,Out Punch,130050,,
793327,12/29/2024 6:11,,,,New Shift,130050,,
793327,12/29/2024 10:35,,,,Out Punch,130050,,
801738,12/29/2024 6:11,,,,New Shift,130050,,
801738,12/29/2024 10:49,,,,Out Punch,130050,,
791420,12/29/2024 6:32,,,,New Shift,130050,,
791420,12/29/2024 11:05,,,,Out Punch,130050,,
835118,12/29/2024 6:49,//////FINAL PAY,,,New Shift,130050,,
835118,12/29/2024 11:18,,,,Out Punch,130050,,
791373,12/29/2024 6:55,,,,New Shift,130050,,
791373,12/29/2024 11:47,,,,Out Punch,130050,,
743903,12/29/2024 6:56,,,,New Shift,130050,,
743903,12/29/2024 16:26,,,,Out Punch,130050,,
810450,12/29/2024 6:57,,,,New Shift,130050,,
810450,12/29/2024 11:03,,,,Out Punch,130050,,
794428,12/29/2024 6:57,,,,New Shift,130050,,
794428,12/29/2024 8:20,,,,Out Punch,130050,,
